start_time,end_time,o,h,l,c
2021-08-24 17:40:00,2021-08-24 21:40:00,48178.67,48422.12,47800.0,48235.04
2021-08-24 21:40:00,2021-08-25 01:40:00,48235.04,48404.19,47600.0,47946.0
2021-08-25 01:40:00,2021-08-25 05:40:00,47945.99,48365.0,47886.12,48358.29
2021-08-25 05:40:00,2021-08-25 09:40:00,48358.29,48603.84,47155.0,47241.45
2021-08-25 09:40:00,2021-08-25 13:40:00,47241.46,47899.99,47126.28,47822.42
2021-08-25 13:40:00,2021-08-25 17:40:00,47822.42,49062.2,47324.99,48992.28
2021-08-25 17:40:00,2021-08-25 21:40:00,48995.63,49172.58,48536.95,48899.4
2021-08-25 21:40:00,2021-08-26 01:40:00,48899.4,49352.84,48807.97,48904.97
2021-08-26 01:40:00,2021-08-26 05:40:00,48904.97,48949.99,47022.27,47129.95
2021-08-26 05:40:00,2021-08-26 09:40:00,47129.96,47289.62,46560.01,46887.28
2021-08-26 09:40:00,2021-08-26 13:40:00,46887.27,47431.17,46250.0,47185.78
2021-08-26 13:40:00,2021-08-26 17:40:00,47185.79,47420.0,46485.16,46906.9
2021-08-26 17:40:00,2021-08-26 21:40:00,46906.9,47300.0,46731.0,47164.74
2021-08-26 21:40:00,2021-08-27 01:40:00,47164.75,47665.48,46348.0,47481.54
2021-08-27 01:40:00,2021-08-27 05:40:00,47481.55,47516.99,46572.36,47142.51
2021-09-10 09:40:00,2021-09-10 13:40:00,46253.33,46494.99,45600.0,45841.86
2021-09-10 13:40:00,2021-09-10 17:40:00,45841.85,46106.75,44738.9,45585.84
2021-09-10 17:40:00,2021-09-10 21:40:00,45585.85,45831.0,44560.0,44761.02
2021-09-10 21:40:00,2021-09-11 01:40:00,44761.02,45479.83,44132.29,45382.03
2021-09-11 01:40:00,2021-09-11 05:40:00,45382.03,45498.27,44870.29,45153.26
2021-10-18 17:40:00,2021-10-18 21:40:00,61987.71,62093.03,61034.05,61849.98
2021-10-18 21:40:00,2021-10-19 01:40:00,61849.98,62337.04,61526.62,61916.86
2021-10-19 01:40:00,2021-10-19 05:40:00,61916.19,62998.0,61678.85,62478.96
2021-10-19 05:40:00,2021-10-19 09:40:00,62478.95,62574.42,61743.61,62279.71
2021-10-19 09:40:00,2021-10-19 13:40:00,62279.72,63278.61,62000.0,62844.45
2021-10-19 13:40:00,2021-10-19 17:40:00,62844.45,63480.0,61322.22,63265.0
2021-10-19 17:40:00,2021-10-19 21:40:00,63265.0,64343.0,63081.37,64046.05
2021-10-19 21:40:00,2021-10-20 01:40:00,64043.28,64486.0,63827.99,63967.09
2021-10-20 01:40:00,2021-10-20 05:40:00,63967.09,64059.67,63534.39,63596.32
2021-10-20 05:40:00,2021-10-20 09:40:00,63596.33,64250.0,63481.4,63980.93
2021-10-20 09:40:00,2021-10-20 13:40:00,63980.92,64555.0,63697.69,64369.4
2021-10-20 13:40:00,2021-10-20 17:40:00,64369.4,67000.0,64359.25,66425.51
2021-10-20 17:40:00,2021-10-20 21:40:00,66425.47,66700.0,65662.95,65839.81
2021-10-20 21:40:00,2021-10-21 01:40:00,65839.81,66189.81,65220.51,65300.0
2021-10-21 01:40:00,2021-10-21 05:40:00,65299.99,65456.05,64062.82,64979.11
2021-10-21 05:40:00,2021-10-21 09:40:00,64979.11,66639.74,64142.01,66389.06
2021-10-21 09:40:00,2021-10-21 13:40:00,66389.06,66488.94,64175.0,65519.86
2021-10-21 13:40:00,2021-10-21 17:40:00,65519.86,65519.87,62000.0,62842.57
2021-10-21 17:40:00,2021-10-21 21:40:00,62842.56,63500.0,62350.0,62735.7
2021-10-21 21:40:00,2021-10-22 01:40:00,62745.36,63109.0,62000.0,62922.12
2021-10-22 01:40:00,2021-10-22 05:40:00,62922.12,63351.02,62520.0,62934.97
2021-10-22 05:40:00,2021-10-22 09:40:00,62934.97,63732.39,62464.6,63228.63
2021-10-22 09:40:00,2021-10-22 13:40:00,63228.63,63709.5,62874.71,63299.99
2021-10-22 13:40:00,2021-10-22 17:40:00,63300.0,63319.99,60000.0,60822.99
2021-10-22 17:40:00,2021-10-22 21:40:00,60822.99,61240.0,60213.63,60651.19
2021-10-22 21:40:00,2021-10-23 01:40:00,60651.2,61239.55,60129.63,60927.9
2021-10-23 01:40:00,2021-10-23 05:40:00,60927.91,61567.11,60855.76,61047.98
2021-10-23 05:40:00,2021-10-23 09:40:00,61047.98,61150.0,60313.0,60509.8
2021-10-23 09:40:00,2021-10-23 13:40:00,60509.79,61747.64,59562.15,61415.44
2021-10-23 13:40:00,2021-10-23 17:40:00,61415.45,61632.29,60710.36,61017.21
2021-10-23 17:40:00,2021-10-23 21:40:00,61017.21,61409.56,60817.46,60978.02
2021-10-23 21:40:00,2021-10-24 01:40:00,60978.01,61500.0,60918.91,61034.28
2021-10-24 01:40:00,2021-10-24 05:40:00,61034.28,61289.9,60820.0,61020.0
2021-10-27 13:40:00,2021-10-27 17:40:00,59100.02,59449.0,58547.38,58966.16
2021-10-27 17:40:00,2021-10-27 21:40:00,58966.16,59587.35,58101.0,58940.0
2021-10-27 21:40:00,2021-10-28 01:40:00,58940.0,59085.7,58075.62,58682.78
2021-10-28 01:40:00,2021-10-28 05:40:00,58682.78,59220.31,58559.03,59058.0
2021-10-28 05:40:00,2021-10-28 09:40:00,59058.0,60808.49,58700.0,60487.55
2021-10-28 09:40:00,2021-10-28 13:40:00,60487.55,61800.0,60480.26,61535.2
2021-10-28 13:40:00,2021-10-28 17:40:00,61535.21,61657.26,60813.95,61026.98
2021-10-28 17:40:00,2021-10-28 21:40:00,61026.99,62499.0,57820.0,60773.36
2021-10-28 21:40:00,2021-10-29 01:40:00,60773.36,62100.0,60174.81,61703.79
2021-10-29 01:40:00,2021-10-29 05:40:00,61703.79,61831.82,60780.35,61018.51
2021-10-29 05:40:00,2021-10-29 09:40:00,61018.51,61426.54,60350.44,60946.42
2021-10-29 09:40:00,2021-10-29 13:40:00,60946.42,61529.6,60499.0,61226.9
2021-10-29 13:40:00,2021-10-29 17:40:00,61226.9,62980.0,61000.0,62545.71
2021-10-29 17:40:00,2021-10-29 21:40:00,62545.7,62718.87,61905.55,62317.81
2021-10-29 21:40:00,2021-10-30 01:40:00,62317.06,62499.99,61719.78,61984.34
2021-10-30 01:40:00,2021-10-30 05:40:00,61984.34,62139.11,61272.15,61636.15
2021-11-04 09:40:00,2021-11-04 13:40:00,61550.98,61986.37,61230.66,61766.44
2021-11-04 13:40:00,2021-11-04 17:40:00,61766.44,62370.0,60738.65,61050.0
2021-11-04 17:40:00,2021-11-04 21:40:00,61050.0,61530.27,60677.01,61346.88
2021-11-04 21:40:00,2021-11-05 01:40:00,61346.88,61499.98,60820.0,61125.67
2021-11-05 01:40:00,2021-11-05 05:40:00,61125.67,62375.0,61122.24,61913.9
2021-11-05 05:40:00,2021-11-05 09:40:00,61913.9,62595.72,61669.27,61672.13
2021-11-05 09:40:00,2021-11-05 13:40:00,61672.12,61928.37,61153.52,61775.0
2021-11-05 13:40:00,2021-11-05 17:40:00,61775.0,61896.72,60730.0,60987.03
2021-11-05 17:40:00,2021-11-05 21:40:00,60987.04,61431.29,60721.0,61120.61
2021-11-05 21:40:00,2021-11-06 01:40:00,61120.6,61324.1,60777.0,61243.08
2021-11-06 01:40:00,2021-11-06 05:40:00,61241.79,61477.08,60865.0,61341.11
2021-11-06 05:40:00,2021-11-06 09:40:00,61341.12,61560.49,60511.01,61127.11
2021-11-06 09:40:00,2021-11-06 13:40:00,61127.12,61127.12,60050.0,60469.34
2021-11-06 13:40:00,2021-11-06 17:40:00,60469.34,60876.78,60316.01,60641.22
2021-11-06 17:40:00,2021-11-06 21:40:00,60641.22,61445.55,60605.0,61349.99
2021-11-06 21:40:00,2021-11-07 01:40:00,61350.0,62328.06,61281.0,61921.81
2021-11-07 01:40:00,2021-11-07 05:40:00,61921.81,62292.31,61743.44,62018.21
2021-11-11 13:40:00,2021-11-11 17:40:00,64756.02,65474.47,64402.49,65073.15
2021-11-11 17:40:00,2021-11-11 21:40:00,65073.16,65219.59,64573.99,64877.38
2021-11-11 21:40:00,2021-11-12 01:40:00,64877.38,65309.13,64052.0,64800.61
2021-11-12 01:40:00,2021-11-12 05:40:00,64800.61,65450.7,64696.5,64832.12
2021-11-12 05:40:00,2021-11-12 09:40:00,64832.12,64957.97,63722.28,64131.16
2021-11-12 09:40:00,2021-11-12 13:40:00,64131.16,64651.38,63244.24,63792.03
2021-11-12 13:40:00,2021-11-12 17:40:00,63791.04,64200.0,62278.0,63280.79
2021-11-12 17:40:00,2021-11-12 21:40:00,63280.8,64890.0,63277.52,64237.76
2021-11-12 21:40:00,2021-11-13 01:40:00,64237.76,64455.0,63704.8,64003.02
2021-11-13 01:40:00,2021-11-13 05:40:00,64003.01,64147.09,63510.0,63616.91
2021-11-18 13:40:00,2021-11-18 17:40:00,59732.5,59750.0,56592.06,58029.53
2021-11-18 17:40:00,2021-11-18 21:40:00,58035.99,58484.94,57500.0,57752.9
2021-11-18 21:40:00,2021-11-19 01:40:00,57752.89,57793.38,56474.26,57040.94
2021-11-19 01:40:00,2021-11-19 05:40:00,57040.94,57109.16,55600.0,56331.2
2021-11-19 05:40:00,2021-11-19 09:40:00,56331.2,57487.2,55853.7,57095.77
2021-11-19 09:40:00,2021-11-19 13:40:00,57095.77,57620.65,56480.59,57600.06
2021-11-19 13:40:00,2021-11-19 17:40:00,57600.07,58320.0,57416.66,58242.24
2021-11-19 17:40:00,2021-11-19 21:40:00,58242.24,58250.0,57531.13,57755.45
2021-11-19 21:40:00,2021-11-20 01:40:00,57755.45,58835.91,57690.02,58741.73
2021-11-20 01:40:00,2021-11-20 05:40:00,58741.74,58979.97,58230.0,58531.74
2021-11-24 21:40:00,2021-11-25 01:40:00,57401.66,58270.0,56833.0,57948.48
2021-11-25 01:40:00,2021-11-25 05:40:00,57948.48,57987.97,57051.5,57098.16
2021-11-25 05:40:00,2021-11-25 09:40:00,57098.16,57925.4,57000.0,57573.5
2021-11-25 09:40:00,2021-11-25 13:40:00,57573.51,58879.99,57462.0,58705.59
2021-11-25 13:40:00,2021-11-25 17:40:00,58705.6,59390.0,58445.28,59142.57
2021-11-25 17:40:00,2021-11-25 21:40:00,59142.57,59268.28,58667.01,58786.85
2021-11-25 21:40:00,2021-11-26 01:40:00,58786.86,59398.9,58519.54,58726.37
2021-11-26 01:40:00,2021-11-26 05:40:00,58726.38,58751.9,57478.62,57745.27
2021-11-26 05:40:00,2021-11-26 09:40:00,57745.26,57920.75,54350.0,55062.13
2021-11-26 09:40:00,2021-11-26 13:40:00,55062.12,55198.75,53500.0,54251.89
2021-11-26 13:40:00,2021-11-26 17:40:00,54251.89,54878.38,54019.16,54634.77
2021-11-26 17:40:00,2021-11-26 21:40:00,54634.76,54648.93,53927.44,54346.02
2021-11-26 21:40:00,2021-11-27 01:40:00,54346.01,54641.99,53521.0,54250.37
2021-11-27 01:40:00,2021-11-27 05:40:00,54250.36,54613.84,54113.0,54487.26
2021-12-12 01:40:00,2021-12-12 05:40:00,49211.63,49394.5,48824.09,49002.32
2021-12-17 13:40:00,2021-12-17 17:40:00,47147.01,47440.1,45456.0,46816.71
2021-12-17 17:40:00,2021-12-17 21:40:00,46816.7,47111.0,46111.12,47069.03
2021-12-17 21:40:00,2021-12-18 01:40:00,47069.03,47086.05,45565.58,45781.24
2021-12-18 01:40:00,2021-12-18 05:40:00,45781.23,46777.77,45500.0,46687.01
2021-12-30 13:40:00,2021-12-30 17:40:00,47506.96,47770.0,47092.13,47564.38
2021-12-30 17:40:00,2021-12-30 21:40:00,47564.38,47900.0,46919.44,47293.5
2021-12-30 21:40:00,2021-12-31 01:40:00,47293.51,47500.0,46729.0,47213.62
2022-01-11 21:40:00,2022-01-12 01:40:00,42739.46,42965.0,42562.2,42595.04
2022-01-12 01:40:00,2022-01-12 05:40:00,42595.03,42733.87,42450.0,42707.27
2022-01-12 05:40:00,2022-01-12 09:40:00,42707.27,42909.92,42463.13,42687.94
2022-01-12 09:40:00,2022-01-12 13:40:00,42687.95,43928.88,42640.13,43768.59
2022-01-12 13:40:00,2022-01-12 17:40:00,43768.59,44078.4,43317.0,43685.74
2022-01-12 17:40:00,2022-01-12 21:40:00,43685.75,44322.0,43526.3,43858.44
2022-01-12 21:40:00,2022-01-13 01:40:00,43858.43,44075.42,43545.02,43587.66
2022-01-13 01:40:00,2022-01-13 05:40:00,43587.66,43763.57,43422.72,43681.75
2022-01-13 05:40:00,2022-01-13 09:40:00,43681.76,43991.78,43537.42,43860.24
2022-01-13 09:40:00,2022-01-13 13:40:00,43860.24,44014.51,43500.0,43850.0
2022-01-13 13:40:00,2022-01-13 17:40:00,43849.99,44500.0,42565.01,42863.6
2022-01-13 17:40:00,2022-01-13 21:40:00,42863.6,42962.96,42311.22,42750.2
2022-01-13 21:40:00,2022-01-14 01:40:00,42750.2,42888.18,42362.91,42677.47
2022-01-14 01:40:00,2022-01-14 05:40:00,42677.47,42880.0,42425.03,42811.57
2022-01-14 09:40:00,2022-01-14 13:40:00,42653.13,42688.84,41725.95,42201.3
2022-01-14 13:40:00,2022-01-14 17:40:00,42201.29,43347.42,42112.0,42970.0
2022-01-14 17:40:00,2022-01-14 21:40:00,42970.0,43408.0,42777.0,43259.32
2022-01-14 21:40:00,2022-01-15 01:40:00,43259.32,43448.78,42907.0,42915.58
2022-01-15 01:40:00,2022-01-15 05:40:00,42915.58,43121.05,42712.94,42957.64
2022-01-19 21:40:00,2022-01-20 01:40:00,41728.51,41993.98,41635.24,41729.42
2022-01-20 01:40:00,2022-01-20 05:40:00,41729.42,42082.26,41679.28,41852.01
2022-01-20 05:40:00,2022-01-20 09:40:00,41852.0,42148.0,41794.51,42000.0
2022-01-20 09:40:00,2022-01-20 13:40:00,42000.0,42441.82,41900.05,42365.35
2022-01-20 13:40:00,2022-01-20 17:40:00,42365.0,43505.0,42335.51,43133.24
2022-01-20 17:40:00,2022-01-20 21:40:00,43133.23,43241.38,42111.11,42120.0
2022-01-21 13:40:00,2022-01-21 17:40:00,38442.83,39071.13,38103.13,38322.96
2022-01-21 17:40:00,2022-01-21 21:40:00,38322.97,38644.02,37355.0,37412.1
2022-01-21 21:40:00,2022-01-22 01:40:00,37414.38,37634.98,35440.45,36586.79
2022-01-22 01:40:00,2022-01-22 05:40:00,36586.8,36690.0,36000.0,36004.43
2022-01-22 05:40:00,2022-01-22 09:40:00,36004.43,36062.9,35112.84,35151.0
2022-01-22 09:40:00,2022-01-22 13:40:00,35151.01,36192.76,34008.0,35748.95
2022-01-22 13:40:00,2022-01-22 17:40:00,35748.95,35754.41,34520.59,34709.99
2022-01-22 17:40:00,2022-01-22 21:40:00,34710.27,35500.0,34243.38,35398.65
2022-01-22 21:40:00,2022-01-23 01:40:00,35398.66,35729.03,34728.12,35384.55
2022-01-23 01:40:00,2022-01-23 05:40:00,35384.54,35437.28,34811.0,35150.48
2022-02-09 17:40:00,2022-02-09 21:40:00,44225.0,44799.0,43922.14,44565.72
2022-02-09 21:40:00,2022-02-10 01:40:00,44565.73,44607.21,44028.57,44153.12
2022-02-10 01:40:00,2022-02-10 05:40:00,44153.11,44360.0,43542.14,43830.08
2022-02-15 01:40:00,2022-02-15 05:40:00,43427.75,43781.97,43350.0,43575.75
2022-02-15 17:40:00,2022-02-15 21:40:00,43972.75,44199.79,43870.13,43951.45
2022-02-15 21:40:00,2022-02-16 01:40:00,43951.44,44751.4,43941.28,43999.08
2022-02-16 01:40:00,2022-02-16 05:40:00,43999.08,44150.1,43673.92,44034.44
2022-02-16 21:40:00,2022-02-17 01:40:00,44030.48,44168.64,43822.28,44030.93
2022-02-17 01:40:00,2022-02-17 05:40:00,44030.94,44095.73,43350.0,43613.79
2022-02-17 09:40:00,2022-02-17 13:40:00,43169.99,43342.0,42423.14,42633.87
2022-02-17 13:40:00,2022-02-17 17:40:00,42633.86,42635.68,41641.0,41873.49
2022-02-17 17:40:00,2022-02-17 21:40:00,41873.49,41873.49,40073.21,40614.24
2022-02-17 21:40:00,2022-02-18 01:40:00,40614.23,40817.26,40300.0,40802.7
2022-02-18 01:40:00,2022-02-18 05:40:00,40802.71,40950.0,40493.31,40692.16
2022-02-18 05:40:00,2022-02-18 09:40:00,40692.16,40959.88,40560.01,40853.31
2022-02-18 09:40:00,2022-02-18 13:40:00,40853.31,40919.35,40082.09,40394.3
2022-02-18 13:40:00,2022-02-18 17:40:00,40394.3,40799.0,39450.0,39990.96
2022-02-18 17:40:00,2022-02-18 21:40:00,39990.95,40340.0,39790.0,40022.47
2022-02-18 21:40:00,2022-02-19 01:40:00,40022.46,40307.22,39711.31,40149.64
2022-02-19 01:40:00,2022-02-19 05:40:00,40149.63,40285.79,40060.61,40208.45
2022-03-02 21:40:00,2022-03-03 01:40:00,43796.74,44380.0,43663.5,43770.2
2022-03-03 01:40:00,2022-03-03 05:40:00,43770.19,43844.67,43193.52,43365.77
2022-03-06 17:40:00,2022-03-06 21:40:00,38979.85,39273.79,38518.56,39084.61
2022-03-06 21:40:00,2022-03-07 01:40:00,39084.6,39200.0,38005.0,38534.12
2022-03-07 01:40:00,2022-03-07 05:40:00,38534.12,38540.71,37578.03,38125.11
2022-03-07 05:40:00,2022-03-07 09:40:00,38125.11,38394.21,37649.46,38180.09
2022-03-07 09:40:00,2022-03-07 13:40:00,38180.09,38875.18,37970.73,38820.26
2022-03-07 13:40:00,2022-03-07 17:40:00,38820.27,39547.57,38526.6,38711.23
2022-03-07 17:40:00,2022-03-07 21:40:00,38711.23,38997.39,37155.0,37764.07
2022-03-07 21:40:00,2022-03-08 01:40:00,37764.06,38517.82,37751.73,38153.75
2022-03-08 01:40:00,2022-03-08 05:40:00,38153.74,38972.08,38141.55,38312.61
2022-03-08 21:40:00,2022-03-09 01:40:00,38402.2,39240.0,38400.0,39119.38
2022-03-09 01:40:00,2022-03-09 05:40:00,39119.38,41884.0,39107.41,41489.99
2022-03-09 13:40:00,2022-03-09 17:40:00,41908.99,42594.06,41650.14,42276.55
2022-03-09 17:40:00,2022-03-09 21:40:00,42276.56,42350.0,41683.06,41856.26
2022-03-09 21:40:00,2022-03-10 01:40:00,41856.27,42141.24,41326.0,41424.93
2022-03-10 01:40:00,2022-03-10 05:40:00,41424.93,41446.03,39114.75,39251.71
2022-03-10 05:40:00,2022-03-10 09:40:00,39251.7,39424.0,38782.14,39275.92
2022-03-10 09:40:00,2022-03-10 13:40:00,39275.92,40292.44,38942.55,39312.87
2022-03-10 13:40:00,2022-03-10 17:40:00,39312.87,39750.0,38539.73,39128.74
2022-03-10 17:40:00,2022-03-10 21:40:00,39128.74,39680.0,39010.85,39477.0
2022-03-10 21:40:00,2022-03-11 01:40:00,39477.0,39595.68,38636.36,38836.37
2022-03-11 01:40:00,2022-03-11 05:40:00,38836.37,38903.55,38223.6,38718.85
2022-03-14 21:40:00,2022-03-15 01:40:00,38722.0,39947.12,38640.0,38831.0
2022-03-15 01:40:00,2022-03-15 05:40:00,38831.0,39118.91,38636.7,38777.34
2022-03-15 05:40:00,2022-03-15 09:40:00,38777.33,38990.61,38098.33,38562.61
2022-03-15 09:40:00,2022-03-15 13:40:00,38562.61,38940.0,38522.72,38714.94
2022-03-15 13:40:00,2022-03-15 17:40:00,38714.94,39400.0,38465.7,39166.81
2022-03-15 17:40:00,2022-03-15 21:40:00,39166.82,39863.42,39144.37,39524.0
2022-03-16 01:40:00,2022-03-16 05:40:00,39187.22,41718.0,38828.48,39139.55
2022-03-16 09:40:00,2022-03-16 13:40:00,40329.99,40695.8,40163.26,40499.01
2022-03-16 13:40:00,2022-03-16 17:40:00,40499.01,41194.6,40041.4,40545.87
2022-03-16 17:40:00,2022-03-16 21:40:00,40545.87,41471.36,39311.53,40942.07
2022-03-16 21:40:00,2022-03-17 01:40:00,40938.41,41214.36,40780.0,40925.19
2022-03-17 01:40:00,2022-03-17 05:40:00,40925.2,41478.82,40902.42,41107.48
2022-03-17 09:40:00,2022-03-17 13:40:00,40814.9,41233.27,40500.0,40974.51
2022-03-17 13:40:00,2022-03-17 17:40:00,40974.17,41170.99,40565.39,40717.57
2022-03-17 17:40:00,2022-03-17 21:40:00,40717.58,40879.31,40639.77,40813.0
2022-03-17 21:40:00,2022-03-18 01:40:00,40813.0,41068.9,40215.59,40466.0
2022-03-18 01:40:00,2022-03-18 05:40:00,40465.99,40897.0,40428.06,40718.0
2022-03-18 17:40:00,2022-03-18 21:40:00,41447.46,42325.02,41391.0,41700.0
2022-03-18 21:40:00,2022-03-19 01:40:00,41700.0,42000.0,41633.0,41718.04
2022-03-19 01:40:00,2022-03-19 05:40:00,41718.04,41944.64,41499.29,41781.3
2022-03-19 13:40:00,2022-03-19 17:40:00,41722.29,42163.5,41652.9,41811.34
2022-03-19 17:40:00,2022-03-19 21:40:00,41811.34,42400.0,41810.0,42357.0
2022-03-19 21:40:00,2022-03-20 01:40:00,42357.01,42357.01,41715.43,41842.99
2022-03-20 01:40:00,2022-03-20 05:40:00,41843.0,42046.99,41751.99,41864.0
2022-03-20 05:40:00,2022-03-20 09:40:00,41863.99,42007.99,41575.0,41740.17
2022-03-20 09:40:00,2022-03-20 13:40:00,41740.17,41833.25,41319.13,41477.0
2022-03-20 13:40:00,2022-03-20 17:40:00,41477.01,41672.64,40928.86,40982.74
2022-03-20 17:40:00,2022-03-20 21:40:00,40981.37,41677.65,40911.0,41365.56
2022-03-20 21:40:00,2022-03-21 01:40:00,41365.56,41451.51,41124.54,41242.36
2022-03-21 01:40:00,2022-03-21 05:40:00,41242.35,41284.68,40467.94,40908.72
2022-03-21 05:40:00,2022-03-21 09:40:00,40908.71,41356.18,40764.77,41343.9
2022-03-21 09:40:00,2022-03-21 13:40:00,41343.9,41492.14,40915.0,41465.99
2022-03-21 13:40:00,2022-03-21 17:40:00,41466.0,41544.22,40738.48,41003.01
2022-03-21 17:40:00,2022-03-21 21:40:00,41003.0,41271.4,40863.54,41200.11
2022-03-21 21:40:00,2022-03-22 01:40:00,41200.1,41370.0,40875.51,41112.0
2022-03-22 01:40:00,2022-03-22 05:40:00,41112.01,43361.0,41068.8,42912.07
2022-03-23 01:40:00,2022-03-23 05:40:00,42150.0,42529.99,41751.47,41978.54
2022-03-23 05:40:00,2022-03-23 09:40:00,41978.54,42345.32,41938.95,42072.26
2022-03-23 09:40:00,2022-03-23 13:40:00,42072.26,42450.0,41878.82,42046.27
2022-03-23 13:40:00,2022-03-23 17:40:00,42046.28,42775.1,41969.0,42353.37
2022-03-23 17:40:00,2022-03-23 21:40:00,42353.38,42407.67,42050.37,42374.57
2022-03-23 21:40:00,2022-03-24 01:40:00,42374.58,43276.12,42335.12,42807.0
2022-03-24 01:40:00,2022-03-24 05:40:00,42807.01,42967.45,42650.0,42924.63
2022-03-24 05:40:00,2022-03-24 09:40:00,42924.63,43478.0,42840.92,43097.27
2022-03-24 09:40:00,2022-03-24 13:40:00,43097.27,43131.82,42560.46,42847.24
2022-03-24 13:40:00,2022-03-24 17:40:00,42847.24,44220.89,42820.22,43987.91
2022-03-24 17:40:00,2022-03-24 21:40:00,43987.9,44077.55,43757.1,43976.17
2022-03-24 21:40:00,2022-03-25 01:40:00,43976.17,44398.53,43854.38,44198.89
2022-03-25 01:40:00,2022-03-25 05:40:00,44198.88,44296.27,43870.0,44067.77
2022-04-13 21:40:00,2022-04-14 01:40:00,41277.77,41404.58,41064.35,41303.75
2022-04-14 01:40:00,2022-04-14 05:40:00,41303.76,41500.0,41230.56,41296.38
2022-04-14 05:40:00,2022-04-14 09:40:00,41296.38,41360.0,40973.51,41147.7
2022-04-14 09:40:00,2022-04-14 13:40:00,41147.69,41300.0,40851.5,41100.01
2022-04-14 13:40:00,2022-04-14 17:40:00,41100.01,41128.09,39772.58,39973.35
2022-04-14 17:40:00,2022-04-14 21:40:00,39973.36,40028.94,39551.94,39996.15
2022-04-14 21:40:00,2022-04-15 01:40:00,39996.14,40180.0,39766.4,39882.51
2022-04-15 01:40:00,2022-04-15 05:40:00,39882.51,40266.47,39882.5,40196.23
2022-04-15 05:40:00,2022-04-15 09:40:00,40196.23,40449.96,39953.2,40150.01
2022-04-15 09:40:00,2022-04-15 13:40:00,40150.01,40399.0,40036.06,40179.15
2022-04-15 13:40:00,2022-04-15 17:40:00,40179.15,40870.36,39900.0,40415.79
2022-04-15 17:40:00,2022-04-15 21:40:00,40415.79,40472.25,40276.0,40424.99
2022-04-15 21:40:00,2022-04-16 01:40:00,40424.98,40709.35,40341.12,40561.82
2022-04-16 01:40:00,2022-04-16 05:40:00,40561.82,40612.3,40410.75,40426.44
2022-04-16 05:40:00,2022-04-16 09:40:00,40426.44,40474.02,40323.32,40344.09
2022-04-16 09:40:00,2022-04-16 13:40:00,40344.1,40492.91,40277.0,40409.99
2022-04-16 13:40:00,2022-04-16 17:40:00,40409.99,40577.57,39991.55,40176.78
2022-04-16 17:40:00,2022-04-16 21:40:00,40176.79,40394.39,40096.4,40385.8
2022-04-16 21:40:00,2022-04-17 01:40:00,40385.8,40699.55,40300.84,40390.0
2022-04-17 01:40:00,2022-04-17 05:40:00,40389.99,40423.0,40122.05,40314.07
2022-04-17 21:40:00,2022-04-18 01:40:00,40222.6,40340.22,39546.17,39755.9
2022-04-18 01:40:00,2022-04-18 05:40:00,39755.89,39896.98,38536.51,38892.64
2022-04-18 05:40:00,2022-04-18 09:40:00,38892.65,39070.05,38791.73,38959.98
2022-04-18 09:40:00,2022-04-18 13:40:00,38959.99,39620.8,38915.31,39363.52
2022-04-18 13:40:00,2022-04-18 17:40:00,39363.52,40370.8,39000.0,40051.9
2022-04-18 17:40:00,2022-04-18 21:40:00,40051.91,41116.73,40022.46,40906.61
2022-04-18 21:40:00,2022-04-19 01:40:00,40906.62,41263.43,40710.0,40795.42
2022-04-19 01:40:00,2022-04-19 05:40:00,40795.43,40883.99,40601.0,40722.97
2022-04-19 05:40:00,2022-04-19 09:40:00,40722.97,40854.82,40571.0,40676.88
2022-04-19 09:40:00,2022-04-19 13:40:00,40676.87,41104.0,40611.76,40970.88
2022-04-19 13:40:00,2022-04-19 17:40:00,40970.88,41760.0,40944.36,41294.44
2022-04-19 17:40:00,2022-04-19 21:40:00,41294.44,41547.65,41212.94,41317.26
2022-04-19 21:40:00,2022-04-20 01:40:00,41317.25,41541.23,41229.96,41348.15
2022-04-20 01:40:00,2022-04-20 05:40:00,41348.15,41433.7,41261.58,41415.51
2022-04-20 21:40:00,2022-04-21 01:40:00,41459.99,41785.48,41286.53,41708.82
2022-04-21 01:40:00,2022-04-21 05:40:00,41708.83,41750.0,41488.04,41513.23
2022-04-21 13:40:00,2022-04-21 17:40:00,42770.0,42792.28,41546.23,41546.65
2022-04-21 17:40:00,2022-04-21 21:40:00,41546.65,41691.58,40541.56,40805.51
2022-04-21 21:40:00,2022-04-22 01:40:00,40805.5,40825.01,39751.0,40430.19
2022-04-22 01:40:00,2022-04-22 05:40:00,40430.19,40714.2,40376.99,40690.53
2022-04-22 09:40:00,2022-04-22 13:40:00,40363.32,40640.0,40138.03,40293.71
2022-04-22 13:40:00,2022-04-22 17:40:00,40293.7,40448.31,39177.0,39445.63
2022-04-22 17:40:00,2022-04-22 21:40:00,39445.63,39786.62,39203.52,39630.69
2022-04-22 21:40:00,2022-04-23 01:40:00,39630.68,39872.64,39433.73,39630.37
2022-04-23 01:40:00,2022-04-23 05:40:00,39630.38,39699.0,39285.0,39594.07
2022-04-28 01:40:00,2022-04-28 05:40:00,39397.15,39522.2,39161.08,39280.86
2022-04-28 05:40:00,2022-04-28 09:40:00,39280.86,39853.28,39226.49,39757.31
2022-04-28 09:40:00,2022-04-28 13:40:00,39757.3,39882.38,39231.12,39356.19
2022-04-28 13:40:00,2022-04-28 17:40:00,39356.19,40300.0,38881.43,40137.92
